,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
B3GNT7,0,3.469062891,0.484,0.027,0,11,B3GNT7
KCNJ16,0,3.369411149,0.484,0.027,0,11,KCNJ16
SPATA4,0,4.31684061,0.464,0.009,0,11,SPATA4
CCDC151,0,4.781938316,0.462,0.008,0,11,CCDC151
GALNS,0,2.531591733,0.5,0.047,0,11,GALNS
CFAP206,0,4.735181256,0.457,0.007,0,11,CFAP206
AC133794.1,0,4.445442568,0.458,0.008,0,11,AC133794.1
TCTN2,0,4.238218129,0.462,0.012,0,11,TCTN2
LPAR3,0,3.194848578,0.478,0.028,0,11,LPAR3
AC078864.2,0,4.29920963,0.458,0.009,0,11,AC078864.2
JHY,0,2.770521894,0.482,0.033,0,11,JHY
TTBK2,0,2.188212637,0.508,0.06,0,11,TTBK2
PLXNB1,0,3.670183764,0.47,0.022,0,11,PLXNB1
EFCAB12,0,4.590580071,0.455,0.008,0,11,EFCAB12
COL21A1,0,3.948912532,0.462,0.016,0,11,COL21A1
KLHDC9,0,3.558022332,0.462,0.017,0,11,KLHDC9
IFT46,0,3.239120427,0.47,0.025,0,11,IFT46
ST3GAL6,0,2.530294972,0.492,0.048,0,11,ST3GAL6
IL20RA,0,2.779457711,0.482,0.038,0,11,IL20RA
SCGB2A11,0,2.674529969,0.482,0.038,0,11,SCGB2A1
HSPA4L,0,3.155923421,0.474,0.03,0,11,HSPA4L
FAM47E,0,3.773828675,0.457,0.014,0,11,FAM47E
TRMT9B,0,3.92743601,0.46,0.017,0,11,TRMT9B
RHPN1,0,3.279882711,0.466,0.023,0,11,RHPN1
MEIS2,0,2.816735407,0.48,0.037,0,11,MEIS2
NAT1,0,2.985335703,0.476,0.033,0,11,NAT1
LINC01513,0,4.363295702,0.451,0.009,0,11,LINC01513
PCSK5,0,3.415770582,0.468,0.026,0,11,PCSK5
ARL13B,0,2.517422617,0.488,0.047,0,11,ARL13B
LRRIQ3,0,3.523134992,0.457,0.017,0,11,LRRIQ3
LRRC43,0,4.794112677,0.447,0.007,0,11,LRRC43
EFCAB6,0,4.312734078,0.449,0.009,0,11,EFCAB6
CEP162,0,2.390122685,0.486,0.048,0,11,CEP162
GRAMD1C,0,3.191413001,0.462,0.026,0,11,GRAMD1C
LRRC61,0,3.077158506,0.466,0.031,0,11,LRRC61
ABHD11,0,2.46130014,0.486,0.052,0,11,ABHD11
SLC13A3,0,4.800726037,0.443,0.009,0,11,SLC13A3
ZBED5-AS1,0,2.478167226,0.478,0.045,0,11,ZBED5-AS1
APOBEC4,0,4.225518935,0.441,0.009,0,11,APOBEC4
CLHC1,0,3.191233877,0.457,0.026,0,11,CLHC1
ZNHIT2,0,2.664819971,0.468,0.038,0,11,ZNHIT2
MAK,0,4.352121447,0.439,0.009,0,11,MAK
TTC12,0,3.316915132,0.453,0.023,0,11,TTC12
C1orf141,0,3.700999945,0.441,0.012,0,11,C1orf141
FSTL1,0,3.372012513,0.453,0.024,0,11,FSTL1
ANKRD18A,0,4.124953592,0.443,0.015,0,11,ANKRD18A
AHNAK21,0,2.699505568,0.474,0.046,0,11,AHNAK2
ARMH11,0,2.255514056,0.48,0.053,0,11,ARMH1
DRC7,0,5.010525972,0.433,0.006,0,11,DRC7
MYEF2,0,3.348738607,0.449,0.023,0,11,MYEF2
NME9,0,4.488186589,0.433,0.008,0,11,NME9
USP51,0,3.038480359,0.453,0.028,0,11,USP51
SFXN3,0,2.438131791,0.476,0.051,0,11,SFXN3
LKAAEAR11,0,3.568107834,0.443,0.018,0,11,LKAAEAR1
STEAP3,0,3.00777475,0.458,0.035,0,11,STEAP3
BDH1,0,2.81836983,0.457,0.034,0,11,BDH1
SLC38A6,0,2.408592875,0.466,0.045,0,11,SLC38A6
CBY1,0,2.384497977,0.464,0.043,0,11,CBY1
TEKT4,0,4.145467427,0.431,0.01,0,11,TEKT4
WDR90,0,3.759608239,0.439,0.018,0,11,WDR90
FDXR,0,3.052387758,0.451,0.031,0,11,FDXR
EPB41L4B,0,3.033191831,0.445,0.026,0,11,EPB41L4B
STPG1,0,3.474687698,0.437,0.019,0,11,STPG1
TULP3,0,2.601964518,0.451,0.034,0,11,TULP3
CYP4X1,0,2.517335353,0.46,0.044,0,11,CYP4X1
MDM1,0,2.153253131,0.466,0.05,0,11,MDM1
CNTD1,0,4.567205836,0.425,0.009,0,11,CNTD1
LIMCH1,0,2.660293284,0.453,0.038,0,11,LIMCH1
DCDC2,0,4.420416544,0.421,0.008,0,11,DCDC2
KRT23,0,3.098093558,0.433,0.02,0,11,KRT23
RHPN2,0,3.360063733,0.435,0.022,0,11,RHPN2
NAT14,0,3.626329389,0.429,0.018,0,11,NAT14
GNG12,0,2.182145807,0.458,0.051,0,11,GNG12
SIX4,0,2.768843999,0.441,0.034,0,11,SIX4
MICAL31,0,2.339628893,0.455,0.048,0,11,MICAL3
COBL,0,3.53874949,0.425,0.018,0,11,COBL
EML1,0,3.694363849,0.421,0.014,0,11,EML1
KCTD1,0,2.892959879,0.441,0.035,0,11,KCTD1
MIPEP,0,2.952618986,0.433,0.027,0,11,MIPEP
CCL28,0,2.182554085,0.451,0.046,0,11,CCL28
CCDC60,0,3.389567884,0.423,0.019,0,11,CCDC60
ADGRV1,0,2.895834699,0.433,0.03,0,11,ADGRV1
APOO,0,2.259986503,0.449,0.046,0,11,APOO
TTC30B,0,3.201916058,0.423,0.022,0,11,TTC30B
AC092802.1,0,4.863110551,0.405,0.006,0,11,AC092802.1
WDR35,0,2.775657782,0.429,0.03,0,11,WDR35
MAGIX,0,2.994733306,0.425,0.027,0,11,MAGIX
ANKRD65,0,2.710967023,0.437,0.04,0,11,ANKRD65
NEIL1,0,2.618512857,0.441,0.044,0,11,NEIL1
ANKRD54,0,2.243190814,0.445,0.048,0,11,ANKRD54
TPPP,0,4.244972891,0.409,0.012,0,11,TPPP
HILPDA,0,2.575103054,0.429,0.033,0,11,HILPDA
MAP1LC3A,0,2.278016043,0.443,0.048,0,11,MAP1LC3A
DDAH1,0,2.977133552,0.419,0.024,0,11,DDAH1
RBM24,0,4.126011173,0.403,0.009,0,11,RBM24
LRRC73,0,4.083777462,0.403,0.009,0,11,LRRC73
PRR7,0,2.631383507,0.425,0.032,0,11,PRR7
MYB1,0,2.701967443,0.425,0.032,0,11,MYB
GAS2L2,0,4.671348026,0.399,0.006,0,11,GAS2L2
KAZN,0,2.669373782,0.421,0.029,0,11,KAZN
MARVELD2,0,2.960856186,0.419,0.03,0,11,MARVELD2
FAM27C,0,4.098036431,0.399,0.01,0,11,FAM27C
KNDC1,0,4.619307714,0.395,0.006,0,11,KNDC1
RBM20,0,4.292058503,0.397,0.009,0,11,RBM20
ZC2HC1C,0,3.723310119,0.399,0.013,0,11,ZC2HC1C
AC130456.2,0,5.126686153,0.391,0.005,0,11,AC130456.2
NCALD,0,2.575326949,0.413,0.027,0,11,NCALD
ALG1L,0,4.242342875,0.397,0.012,0,11,ALG1L
TP73,0,3.576147811,0.397,0.015,0,11,TP73
ARMC9,0,3.826091516,0.397,0.015,0,11,ARMC9
SHANK2,0,3.901772881,0.395,0.013,0,11,SHANK2
USP2,0,4.284372442,0.391,0.009,0,11,USP2
ENO4,0,4.309332666,0.389,0.008,0,11,ENO4
RBKS,0,2.60169339,0.409,0.028,0,11,RBKS
DNAH1,0,3.610302468,0.397,0.017,0,11,DNAH1
SYNGAP1,0,2.954876771,0.407,0.027,0,11,SYNGAP1
CCDC148,0,4.031813706,0.389,0.01,0,11,CCDC148
UBE3D,0,2.745812814,0.411,0.032,0,11,UBE3D
C8orf34,0,4.244850669,0.387,0.008,0,11,C8orf34
TBC1D8,0,3.160138096,0.405,0.027,0,11,TBC1D8
GLB1L,0,3.608706989,0.395,0.017,0,11,GLB1L
SLC23A1,0,4.693474012,0.385,0.007,0,11,SLC23A1
ZNF19,0,3.480051221,0.395,0.017,0,11,ZNF19
ANKFN1,0,4.902632914,0.383,0.005,0,11,ANKFN1
CROCC2,0,5.089104687,0.381,0.005,0,11,CROCC2
CCDC39.#~2,0,4.67739254,0.381,0.006,0,11,CCDC39.#~2
NAV2,0,3.350987552,0.399,0.024,0,11,NAV2
CFAP61,0,4.943993075,0.379,0.005,0,11,CFAP61
PIP,0,2.736496338,0.381,0.008,0,11,PIP
IPO11,0,2.7137611,0.409,0.037,0,11,IPO11
AC004990.1,0,4.193028307,0.385,0.013,0,11,AC004990.1
PPP1R36,0,4.035532736,0.383,0.011,0,11,PPP1R36
FBXW9,0,3.160609726,0.391,0.02,0,11,FBXW9
IGSF10,0,3.847345523,0.385,0.015,0,11,IGSF10
CCDC138,0,2.738724173,0.397,0.028,0,11,CCDC138
HSD11B1L,0,3.466375836,0.385,0.016,0,11,HSD11B1L
CEP89,0,2.35797813,0.411,0.042,0,11,CEP89
MAGI1,0,3.265054383,0.389,0.021,0,11,MAGI1
CLDN16,0,4.009745243,0.379,0.011,0,11,CLDN16
KIAA0825,0,2.933816518,0.389,0.021,0,11,KIAA0825
BCAS3,0,2.689317737,0.399,0.031,0,11,BCAS3
PPP1R32,0,4.504885554,0.375,0.008,0,11,PPP1R32
AC234582.1,0,4.955979417,0.372,0.006,0,11,AC234582.1
RASEF,0,2.86322367,0.393,0.027,0,11,RASEF
RAB3B,0,4.167367891,0.377,0.012,0,11,RAB3B
ERBB4,0,3.554584943,0.383,0.018,0,11,ERBB4
PRUNE2,0,4.579404247,0.372,0.007,0,11,PRUNE2
ADAM12,0,2.512835241,0.391,0.026,0,11,ADAM12
NRAV,0,3.666434008,0.377,0.013,0,11,NRAV
USP43,0,3.916931943,0.375,0.011,0,11,USP43
RHOU,0,2.597571157,0.397,0.034,0,11,RHOU
CEP41,0,2.881292806,0.391,0.028,0,11,CEP41
ARHGAP421,0,2.628243671,0.391,0.029,0,11,ARHGAP42
CXXC4,0,3.438689276,0.379,0.018,0,11,CXXC4
SMIM51,0,2.859962824,0.387,0.026,0,11,SMIM5
PZP,0,4.730135502,0.366,0.006,0,11,PZP
DRAIC,0,4.180734502,0.37,0.01,0,11,DRAIC
RAMP1,0,2.729157904,0.385,0.026,0,11,RAMP1
CHCHD6,0,2.453924384,0.393,0.035,0,11,CHCHD6
ENKD1,0,3.421098765,0.375,0.017,0,11,ENKD1
GBP6,0,3.632068412,0.37,0.013,0,11,GBP6
WDR27,0,2.731977749,0.383,0.029,0,11,WDR27
BTBD3,0,3.025955003,0.379,0.025,0,11,BTBD3
CCDC157,0,3.583266475,0.368,0.014,0,11,CCDC157
SEC14L4,0,4.539637445,0.36,0.007,0,11,SEC14L4
HMGN5,0,2.502500175,0.387,0.035,0,11,HMGN5
KIAA1257,0,4.416176428,0.356,0.007,0,11,KIAA1257
LEKR1,0,3.722812007,0.36,0.011,0,11,LEKR1
AK8,0,4.914600903,0.354,0.005,0,11,AK8
AC007405.3,0,3.221772756,0.362,0.014,0,11,AC007405.3
KCNA1,0,4.956443838,0.352,0.004,0,11,KCNA1
MEIG1,0,3.562105264,0.358,0.011,0,11,MEIG1
DZIP1,0,4.458860965,0.354,0.007,0,11,DZIP1
APCDD1,0,3.743455638,0.362,0.015,0,11,APCDD1
C2orf81,0,4.507116089,0.354,0.008,0,11,C2orf81
PSPH,0,2.533032089,0.375,0.029,0,11,PSPH
CCDC160,0,2.713687981,0.372,0.026,0,11,CCDC160
SH3D19,0,2.867322494,0.375,0.03,0,11,SH3D19
PRRT3,0,2.645327032,0.375,0.031,0,11,PRRT3
ABHD12B,0,4.272926309,0.352,0.008,0,11,ABHD12B
TTLL5,0,2.684059143,0.377,0.033,0,11,TTLL5
LINC00326,0,3.975526631,0.352,0.009,0,11,LINC00326
DUOXA1,0,3.072857689,0.366,0.025,0,11,DUOXA1
TEKT3,0,5.343321786,0.342,0.003,0,11,TEKT3
SEC14L3,0,4.653256173,0.346,0.007,0,11,SEC14L3
MYCT1,0,5.052322483,0.342,0.004,0,11,MYCT1
DCBLD2,0,2.799561617,0.368,0.03,0,11,DCBLD2
C16orf71,0,4.456926493,0.344,0.006,0,11,C16orf71
GRM7,0,4.608973377,0.344,0.007,0,11,GRM7
RIMKLB,0,2.472145742,0.37,0.033,0,11,RIMKLB
IQCH,0,3.910581838,0.346,0.009,0,11,IQCH
LINC02166,0,4.437218803,0.344,0.007,0,11,LINC02166
EPB41L1,0,2.591665474,0.37,0.033,0,11,EPB41L1
LRRC27,0,3.364163096,0.354,0.018,0,11,LRRC27
C2orf50,0,4.562424246,0.34,0.006,0,11,C2orf50
IRAK1BP1,0,2.650889822,0.36,0.026,0,11,IRAK1BP1
GRHL2,0,2.642736104,0.362,0.03,0,11,GRHL2
CDKL1,0,3.0916897,0.348,0.016,0,11,CDKL1
AGBL4,0,4.701417909,0.336,0.005,0,11,AGBL4
BAIAP3,0,4.533923289,0.338,0.007,0,11,BAIAP3
CACNG6,0,4.769532708,0.336,0.005,0,11,CACNG6
SPATA7,0,3.055664097,0.35,0.019,0,11,SPATA7
AL121899.1,0,3.647432423,0.34,0.011,0,11,AL121899.1
WDPCP,0,2.466559389,0.36,0.031,0,11,WDPCP
CDCP1,0,2.749608549,0.358,0.029,0,11,CDCP1
DUBR,0,3.738237373,0.338,0.01,0,11,DUBR
INHBB,0,3.981020714,0.338,0.012,0,11,INHBB
STK36,0,3.804283211,0.334,0.012,0,11,STK36
WRAP53,0,3.110778209,0.342,0.02,0,11,WRAP53
CLDN8,0,4.151139261,0.328,0.008,0,11,CLDN8
C1orf189,0,5.294025537,0.32,0.003,0,11,C1orf189
LRP8,0,2.896456152,0.344,0.027,0,11,LRP8
BTC,0,2.993711602,0.336,0.02,0,11,BTC
ATG9B,0,3.329523001,0.33,0.014,0,11,ATG9B
LRRC45,0,2.550478719,0.346,0.03,0,11,LRRC45
FAM149A,0,3.660257405,0.328,0.013,0,11,FAM149A
C15orf65,0,2.873509873,0.332,0.017,0,11,C15orf65
FOXC1,0,2.94629915,0.336,0.022,0,11,FOXC1
SAA2,0,3.541722929,0.336,0.022,0,11,SAA2
DOC2A,0,4.482366947,0.32,0.007,0,11,DOC2A
APOD,0,4.505473246,0.32,0.009,0,11,APOD
PIR,0,2.862043143,0.334,0.023,0,11,PIR
SRD5A2,0,4.17516504,0.316,0.006,0,11,SRD5A2
SERPINI2,0,3.96837491,0.318,0.008,0,11,SERPINI2
CCDC24,0,3.15742401,0.324,0.016,0,11,CCDC24
MYO5B,0,2.561535009,0.334,0.027,0,11,MYO5B
FNDC11,0,4.636859052,0.312,0.005,0,11,FNDC11
KATNAL2,0,3.119654078,0.32,0.015,0,11,KATNAL2
HHLA2,0,4.902691514,0.308,0.004,0,11,HHLA2
DICER1-AS1,0,3.29231282,0.32,0.016,0,11,DICER1-AS1
AC090371.1,0,3.893807956,0.312,0.008,0,11,AC090371.1
PRR18,0,4.48640549,0.308,0.005,0,11,PRR18
BX005040.1,0,4.759068405,0.306,0.004,0,11,BX005040.1
LRGUK,0,4.595584672,0.304,0.005,0,11,LRGUK
FBXL2,0,3.318270549,0.312,0.014,0,11,FBXL2
WDR31,0,3.520020793,0.312,0.014,0,11,WDR31
EFCAB11,0,2.62924214,0.322,0.024,0,11,EFCAB11
BBS5,0,3.688469308,0.308,0.011,0,11,BBS5
LRRC56,0,3.556847031,0.306,0.01,0,11,LRRC56
EPPK1,0,3.607034603,0.308,0.015,0,11,EPPK1
ANKRD18B,0,4.034331817,0.3,0.008,0,11,ANKRD18B
C14orf132,0,3.603787849,0.304,0.012,0,11,C14orf132
WWC1,0,2.966470641,0.31,0.019,0,11,WWC1
FAM92A,0,2.61668514,0.314,0.023,0,11,FAM92A
AC004494.1,0,3.518871864,0.304,0.013,0,11,AC004494.1
TMEM40,0,2.55119882,0.308,0.02,0,11,TMEM40
AL022068.1,0,3.574165784,0.296,0.008,0,11,AL022068.1
DPY19L2,0,2.794956243,0.306,0.018,0,11,DPY19L2
AC096637.2,0,4.584833229,0.291,0.004,0,11,AC096637.2
PAIP2B,0,2.775454012,0.306,0.019,0,11,PAIP2B
ARL6,0,3.026018833,0.302,0.015,0,11,ARL6
ERICH2,0,3.927675714,0.292,0.008,0,11,ERICH2
KIAA0895,0,4.107991154,0.289,0.007,0,11,KIAA0895
AC025181.2,0,2.789036077,0.302,0.021,0,11,AC025181.2
PIEZO2,0,5.006987226,0.285,0.004,0,11,PIEZO2
MYH10,0,2.956448151,0.298,0.018,0,11,MYH10
GNA14,0,3.973510167,0.287,0.008,0,11,GNA14
KIAA1549,0,3.534390224,0.291,0.013,0,11,KIAA1549
CFAP97D2,0,3.693574234,0.285,0.007,0,11,CFAP97D2
PLIN5,0,3.01394929,0.298,0.02,0,11,PLIN5
ERICH6-AS1,0,2.610869717,0.294,0.017,0,11,ERICH6-AS1
ZNF474,0,4.104767568,0.283,0.006,0,11,ZNF474
BICC1,0,4.271497823,0.283,0.006,0,11,BICC1
DYDC1,0,4.152792374,0.283,0.006,0,11,DYDC1
TCTE1,0,5.477706177,0.279,0.003,0,11,TCTE1
AZIN1-AS1,0,3.061909322,0.291,0.015,0,11,AZIN1-AS1
FAM95C,0,4.441315621,0.283,0.007,0,11,FAM95C
KMT5C,0,2.936905757,0.294,0.019,0,11,KMT5C
PRICKLE2,0,3.849109472,0.283,0.009,0,11,PRICKLE2
MYLK,0,3.655622513,0.283,0.01,0,11,MYLK
PLTP,0,3.841210775,0.285,0.013,0,11,PLTP
AL353770.4,0,4.720783969,0.275,0.004,0,11,AL353770.4
ESRRG,0,3.299220999,0.283,0.012,0,11,ESRRG
AP001207.3,0,3.069796921,0.285,0.014,0,11,AP001207.3
CLBA1,0,4.086927843,0.277,0.007,0,11,CLBA1
AC027281.1,0,5.176653545,0.273,0.003,0,11,AC027281.1
LY6H,0,4.930960363,0.271,0.003,0,11,LY6H
WFS1,0,3.993536386,0.275,0.009,0,11,WFS1
ANKDD1B,0,3.699022584,0.273,0.008,0,11,ANKDD1B
CCDC39,0,4.788618872,0.267,0.003,0,11,CCDC39
DNER,0,4.874667372,0.267,0.004,0,11,DNER
CEP170B,0,3.237365813,0.279,0.016,0,11,CEP170B
AC023300.2,0,3.638958235,0.271,0.008,0,11,AC023300.2
CST6,0,3.064825189,0.283,0.02,0,11,CST6
FBXL13,0,3.670426174,0.271,0.009,0,11,FBXL13
HSPA12A,0,3.40233183,0.271,0.012,0,11,HSPA12A
NHSL1,0,3.071626184,0.275,0.017,0,11,NHSL1
CNTNAP3B,0,3.772064479,0.267,0.009,0,11,CNTNAP3B
ZFHX2,0,4.098132061,0.265,0.007,0,11,ZFHX2
TMEM121,0,2.553823085,0.275,0.018,0,11,TMEM121
ACSBG1,0,4.28294803,0.261,0.005,0,11,ACSBG1
TMPRSS3,0,2.656219915,0.273,0.017,0,11,TMPRSS3
SNCAIP,0,3.965039865,0.261,0.007,0,11,SNCAIP
AC008035.1,0,3.192620794,0.267,0.013,0,11,AC008035.1
ARX,0,4.719340746,0.255,0.003,0,11,ARX
AC073335.2,0,3.718024346,0.261,0.01,0,11,AC073335.2
CLDN23,0,3.250005262,0.267,0.016,0,11,CLDN23
ZNF396,0,3.003180478,0.265,0.014,0,11,ZNF396
MINDY4,0,4.547742777,0.255,0.005,0,11,MINDY4
LINC00939,0,4.118322297,0.257,0.007,0,11,LINC00939
MKS1,0,3.219285239,0.265,0.015,0,11,MKS1
EGLN31,0,2.912271812,0.265,0.016,0,11,EGLN3
TTC30A,0,3.103942706,0.263,0.015,0,11,TTC30A
AC097534.2,0,2.720466455,0.265,0.017,0,11,AC097534.2
CFAP161,0,3.975285086,0.253,0.005,0,11,CFAP161
LMNTD1,0,4.018084364,0.251,0.006,0,11,LMNTD1
FSIP1,0,3.605953935,0.253,0.008,0,11,FSIP1
SNED1,0,4.241067692,0.251,0.007,0,11,SNED1
ARHGEF38,0,3.373739854,0.253,0.011,0,11,ARHGEF38
B4GALNT3,0,3.214702035,0.257,0.015,0,11,B4GALNT3
AC107464.3,0,2.895167571,0.255,0.015,0,11,AC107464.3
MID1,4.58E-308,2.491627423,0.342,0.029,1.54E-303,11,MID1
HACD41,3.06E-307,1.982202033,0.664,0.105,1.03E-302,11,HACD4
TMPRSS2,3.91E-306,1.776618632,0.344,0.03,1.31E-301,11,TMPRSS2
DTX3,2.46E-305,2.799451076,0.261,0.017,8.24E-301,11,DTX3
EXTL2,4.71E-305,2.389581276,0.348,0.031,1.58E-300,11,EXTL2
TLCD2,3.63E-303,2.669006912,0.342,0.03,1.22E-298,11,TLCD2
PSD3,2.89E-302,2.142885938,0.504,0.064,9.68E-298,11,PSD3
MCAT,5.37E-302,2.516634114,0.328,0.028,1.80E-297,11,MCAT
HIPK11,8.92E-302,1.949221111,0.87,0.186,2.99E-297,11,HIPK1
FAM206A,1.51E-301,2.421158101,0.344,0.03,5.07E-297,11,FAM206A
HSPB112,2.40E-301,2.075144207,0.929,0.236,8.04E-297,11,HSPB11
MYCBP,3.29E-301,2.173706701,0.462,0.054,1.10E-296,11,MYCBP
ZKSCAN12,4.02E-301,2.183244604,0.915,0.23,1.35E-296,11,ZKSCAN1
KIAA15223,4.60E-301,1.864840101,0.632,0.096,1.54E-296,11,KIAA1522
PDLIM14,2.33E-300,1.896970239,0.86,0.178,7.81E-296,11,PDLIM1
PARD3,1.20E-299,2.246796276,0.451,0.051,4.04E-295,11,PARD3
STXBP1,6.40E-299,2.935526162,0.253,0.016,2.15E-294,11,STXBP1
CIPC,4.35E-298,2.143856201,0.482,0.059,1.46E-293,11,CIPC
STYXL1,6.03E-298,2.213800391,0.451,0.052,2.02E-293,11,STYXL1
SSBP3,6.22E-298,2.107348663,0.599,0.09,2.09E-293,11,SSBP3
SNTB1,7.61E-298,2.1643122,0.387,0.038,2.55E-293,11,SNTB1
UFC11,2.46E-297,2.27102608,0.996,0.389,8.24E-293,11,UFC1
LINC00893,4.87E-296,2.564844007,0.348,0.032,1.63E-291,11,LINC00893
COG7,7.60E-296,2.234036676,0.435,0.049,2.55E-291,11,COG7
KLHL62,2.70E-295,1.966264669,0.662,0.107,9.05E-291,11,KLHL6
POLR2I1,2.91E-295,1.956999975,0.905,0.214,9.76E-291,11,POLR2I
DHRS7B,9.95E-295,2.268334602,0.538,0.074,3.34E-290,11,DHRS7B
KREMEN1,1.06E-294,2.594740613,0.358,0.034,3.57E-290,11,KREMEN1
EZR2,1.23E-294,2.234269591,1,0.425,4.11E-290,11,EZR
SLC25A43,1.44E-294,1.935202321,0.621,0.095,4.84E-290,11,SLC25A4
TMEM1542,3.89E-294,1.718976805,0.7,0.118,1.30E-289,11,TMEM154
MTSS11,4.35E-294,1.92268275,0.565,0.08,1.46E-289,11,MTSS1
ANG,4.41E-294,2.507530555,0.37,0.036,1.48E-289,11,ANG
KCNJ2,2.30E-293,2.684008861,0.292,0.023,7.72E-289,11,KCNJ2
HSP90AA12,6.40E-293,2.419983119,1,0.83,2.14E-288,11,HSP90AA1
EFCAB7,8.96E-293,2.406548771,0.3,0.024,3.01E-288,11,EFCAB7
DNAAF5,1.80E-290,2.586853408,0.344,0.031,6.04E-286,11,DNAAF5
PBX12,1.96E-290,1.8546178,0.54,0.073,6.58E-286,11,PBX1
DYNLL11,5.93E-289,2.377249804,1,0.621,1.99E-284,11,DYNLL1
KIFAP3,6.38E-289,2.013602736,0.486,0.061,2.14E-284,11,KIFAP3
ATF7IP21,1.74E-288,1.885362877,0.727,0.131,5.85E-284,11,ATF7IP2
SNAPC1,1.29E-287,2.030095715,0.516,0.069,4.33E-283,11,SNAPC1
C12orf753,1.26E-285,1.690058659,0.941,0.22,4.24E-281,11,C12orf75
TRAK12,2.54E-285,2.048857657,0.646,0.108,8.53E-281,11,TRAK1
DIAPH2,8.47E-285,2.436605725,0.545,0.08,2.84E-280,11,DIAPH2
COLCA12,1.51E-284,1.855688742,0.587,0.088,5.08E-280,11,COLCA1
EVI51,4.51E-284,2.171450954,0.553,0.082,1.51E-279,11,EVI5
AKAP92,3.65E-282,2.148445345,0.996,0.44,1.22E-277,11,AKAP9
IRX5,4.30E-282,2.377949026,0.366,0.036,1.44E-277,11,IRX5
PDE4DIP1,8.09E-281,1.884378633,0.666,0.112,2.71E-276,11,PDE4DIP
C5orf15,2.01E-280,2.115465655,0.599,0.095,6.74E-276,11,C5orf15
OCEL1,3.18E-280,2.018077276,0.504,0.067,1.07E-275,11,OCEL1
MAP7,2.52E-279,2.173067794,0.423,0.049,8.44E-275,11,MAP7
RBM43,4.04E-279,1.992822099,0.449,0.054,1.36E-274,11,RBM43
DHCR243,6.91E-279,1.989361663,0.704,0.128,2.32E-274,11,DHCR24
C9orf722,1.21E-278,2.051450997,0.553,0.082,4.04E-274,11,C9orf72
COQ41,4.28E-278,1.983178828,0.615,0.099,1.43E-273,11,COQ4
EPS83,2.52E-277,1.88140424,0.623,0.101,8.45E-273,11,EPS8
TSPAN15,3.98E-277,2.486078953,0.368,0.038,1.33E-272,11,TSPAN15
PKD1,6.75E-277,2.214075828,0.441,0.053,2.27E-272,11,PKD1
LMO74,2.20E-276,1.46806533,0.858,0.175,7.37E-272,11,LMO7
CAVIN3,2.63E-276,2.431142731,0.328,0.03,8.83E-272,11,CAVIN3
ELF34,3.56E-276,1.540306437,0.968,0.228,1.19E-271,11,ELF3
EVA1C,2.00E-275,2.190843643,0.425,0.05,6.70E-271,11,EVA1C
WDR92,5.30E-275,2.210708587,0.387,0.042,1.78E-270,11,WDR92
ZNF688,6.82E-275,1.878186571,0.551,0.08,2.29E-270,11,ZNF688
ZNF1062,2.38E-274,2.014954571,0.933,0.251,7.99E-270,11,ZNF106
MB,2.76E-273,2.246911731,0.417,0.048,9.27E-269,11,MB
PNMA1,3.17E-273,2.060900003,0.425,0.049,1.06E-268,11,PNMA1
ODF2L3,1.23E-272,1.931520705,0.968,0.288,4.14E-268,11,ODF2L
ITGA3,3.16E-272,2.30339467,0.37,0.038,1.06E-267,11,ITGA3
TSPYL4,5.03E-272,1.999783204,0.417,0.048,1.69E-267,11,TSPYL4
ZSCAN18,9.40E-272,1.86208972,0.5,0.067,3.15E-267,11,ZSCAN18
ANXA44,5.21E-271,1.79980757,0.87,0.2,1.75E-266,11,ANXA4
HIBADH,2.70E-270,1.996914918,0.466,0.06,9.04E-266,11,HIBADH
UBE2H2,8.17E-270,1.760948936,0.834,0.18,2.74E-265,11,UBE2H
KRTCAP32,9.22E-270,1.957047829,0.557,0.084,3.09E-265,11,KRTCAP3
SCCPDH2,5.28E-268,1.81235643,0.636,0.108,1.77E-263,11,SCCPDH
PWWP2B,7.16E-268,2.072180384,0.437,0.053,2.40E-263,11,PWWP2B
CRY2,9.94E-268,2.133876674,0.391,0.043,3.33E-263,11,CRY2
BRD3OS,1.44E-267,2.431679325,0.285,0.023,4.83E-263,11,BRD3OS
DPY301,2.01E-266,1.854057566,0.897,0.227,6.75E-262,11,DPY30
SMPD31,1.58E-265,1.531544252,0.409,0.046,5.29E-261,11,SMPD3
DHX57,3.56E-265,2.101088288,0.409,0.048,1.19E-260,11,DHX57
KCNQ1OT12,7.44E-265,2.071867023,0.646,0.116,2.49E-260,11,KCNQ1OT1
RPA31,2.89E-264,1.804268867,0.872,0.21,9.69E-260,11,RPA3
BBS9,3.45E-264,2.309963276,0.287,0.024,1.16E-259,11,BBS9
PLA2G10,7.65E-264,2.579254798,0.306,0.028,2.57E-259,11,PLA2G10
EPB41L4A,1.02E-263,2.487981025,0.32,0.03,3.42E-259,11,EPB41L4A
GSTP14,6.58E-263,2.203111078,1,0.65,2.21E-258,11,GSTP1
KCNK1,7.35E-263,2.208029796,0.383,0.043,2.47E-258,11,KCNK1
CEP19,1.24E-262,2.475178727,0.281,0.023,4.15E-258,11,CEP19
WEE1,1.64E-262,1.974253148,0.474,0.064,5.49E-258,11,WEE1
